 id    type   Ptrue     P1      P2       Pi1      Pi2
 O_02792   O   174.43   175.13   118.91   175.13   119.19
 O_02793   O   358.81   350.88   520.83   359.71   526.32
 O_02794   O   218.29   216.92   240.96   216.92   240.38
 O_02795   O   350.14   346.02  1111.11   346.02  1111.11
 O_02796   O   223.21   222.72   139.66   221.73   197.24
 O_02797   O   148.02   147.71   154.32   102.88   154.56
 O_02798   O   243.19   241.55   476.19   239.81   526.32
 O_02799   O   182.75   186.22  1098.90   186.22  1098.90
 O_02800   O   152.25   151.29   161.29   151.06   161.29
 O_02801   O   182.88   184.16   367.65   189.75   370.37
 O_02802   O   196.39   196.46   458.72   195.31   396.82
 O_02803   O   200.08   200.40   436.68   200.00   436.68
 O_02804   O   152.25   260.42   151.75   261.10   152.21
 O_02805   O   227.07   226.76   271.00   226.76   142.65
 O_02806   O   281.61   281.69   232.02   283.29   374.53
 O_02807   O   217.11   218.82   418.41   218.82   425.53
 O_02808   O   127.67   127.55   194.55   127.39   120.19
 O_02809   O   169.21   168.92   116.14   168.92   183.82
 O_02810   O   207.08   207.90   231.48   207.90   230.95
 O_02811   O   181.39   180.83   352.11   350.88   178.25
 O_02812   O   138.74   137.93   225.23   137.93   141.84
 O_02813   O   634.92   606.06  1219.51   595.24  1149.42
 O_02814   O   227.07   226.76   204.50   224.22   155.52
 O_02815   O   256.21   253.16   490.20   231.48   505.05
 O_02816   O   232.29   232.02   142.86   232.02   134.41
 O_02817   O   239.98   240.96   213.68   241.55   220.26
 O_02818   O   209.12  1086.96   452.49   406.50   207.47
 O_02819   O   172.65   173.01   118.06   173.31   318.47
 O_02820   O   174.43   176.37   354.61   179.21   344.83
 O_02821   O   174.19   174.22   378.79   174.22   378.79
 O_02822   O   222.82   222.72   139.66   222.72   202.02
 O_02823   O   340.02   343.64  1282.05   344.83   145.35
 O_02824   O   371.88   353.36   401.61   374.53   184.84
 O_02825   O   222.82   224.22   574.71   229.36   502.51
 O_02826   O   203.62   202.84   131.41   202.84   221.24
 O_02827   O   229.99   230.95   134.95   230.95   210.97
 O_02828   O   108.60   114.29   326.80   114.29   326.80
 O_02829   O   215.01   214.13   492.61   190.11   487.81
 O_02830   O   205.72   205.34   458.72   454.55   204.92
 O_02831   O   232.29   232.56   259.07   233.10   212.77
 O_02832   O   243.19   242.72   662.25   243.31   217.87
 O_02833   O   412.20   409.84   335.57   408.16   347.22
 O_02834   O   109.23   109.05   114.94   109.05   114.94
 O_02835   O   148.02   147.49   245.10   147.28   245.70
 O_02836   O   178.28   349.65   178.57   347.22   173.01
 O_02837   O   271.74   272.48   367.65   272.48   367.65
 O_02838   O   245.88   244.50   123.00   245.10   272.48
 O_02839   O   200.08   199.60   130.72   199.60   406.50
 O_02840   O   182.48   183.15   363.64   183.15   364.96
 O_02841   O   107.04   107.18   103.20   107.30   102.67
 O_02842   O   169.21   169.78   314.47   170.07   314.46
 O_02843   O   195.81   196.85   216.92   196.85   216.92
 O_02844   O   165.89   165.56   178.25   165.84   178.57
 O_02845   O   176.55   173.61   350.88   173.61   350.88
 O_02846   O   279.56   280.11   326.80   280.90   324.68
 O_02847   O   340.02   380.23   337.84   383.14   174.82
 O_02848   O   159.64   161.03   291.55   161.29   273.97
 O_02849   O   222.82   221.24   134.23   225.22   130.72
 O_02850   O   232.29   232.02   628.93   232.02   625.00
 O_02851   O   224.12   225.23   408.16   224.72   198.02
 O_02852   O   547.05   531.91   272.48   531.91   275.48
 O_02853   O   163.64   163.67   290.70   163.67   152.21
 O_02854   O   108.60   108.93   153.37   109.41   104.28
 O_02855   O   279.56   280.11  1086.96   280.11   171.82
 O_02856   O   249.00   248.76   558.66   249.38   561.80
 O_02857   O   200.12   204.08   480.77   206.19   409.84
 O_02858   O   146.26   146.84   138.89   146.84   138.89
 O_02859   O   255.30   256.41   284.90   256.41   286.53
 O_02860   O   279.56   277.01  1111.11   277.01   109.53
 O_02861   O   176.68   289.86   335.57   331.13   291.55
 O_02862   O   182.88   183.15   364.96   182.81   165.56
 O_02863   O   175.04   175.13   119.19   175.13   119.33
 O_02864   O   176.55   176.06   328.95   176.06   327.87
 O_02865   O   161.81   162.07   111.61   161.81   112.49
 O_02866   O   202.18   202.43   130.72   202.43   219.78
 O_02867   O   247.77   246.91   149.03   246.31   149.70
 O_02868   O   161.81   163.13   113.38   165.84   117.10
 O_02869   O   167.50   166.94   309.60   166.94   308.64
 O_02870   O   160.90   160.26   111.61   157.48   112.99
 O_02871   O   161.81   161.81   325.73   161.55   325.73
 O_02872   O   607.53   606.06   229.36   606.06   227.27
 O_02873   O   163.64   163.40   290.70   163.67   289.86
 O_02874   O   205.72   205.34   450.45   205.34   448.43
 O_02875   O   388.35   188.68   395.26   185.53   377.36
 O_02876   O   255.30   255.75   719.42   261.10   240.38
 O_02877   O   143.57   143.68   257.73   143.88   153.61
 O_02878   O   148.48   147.93   104.82   147.49   102.14
 O_02879   O   200.12   198.81   354.61   198.02   357.14
 O_02880   O   108.60   109.05   176.68   109.53   114.68
 O_02881   O   143.97   233.64   143.88   235.29   578.03
 O_02882   O   205.72   206.19   357.14   206.61   350.88
 O_02883   O   247.77   246.91  1086.96   246.91  1086.96
 O_02884   O   389.26   392.16   413.22   414.94   383.14
 O_02885   O   148.26   147.06   238.10   147.93   236.97
 O_02886   O   177.24   175.13   347.22   348.43   172.71
 O_02887   O   323.10   321.54   375.94   321.54   373.13
 O_02888   O   333.44   326.80   261.78   317.46   265.96
 O_02889   O   564.97   714.29  1190.48   158.48  1176.47
 O_02890   O   232.29   231.48   469.48   231.48   469.48
 O_02891   O   412.20   414.94   195.69   423.73   207.47
 O_02892   O   175.04   175.44   334.45   337.84   176.37
 O_02893   O   390.47   392.16  1562.50   371.75   178.89
 O_02894   O   191.06   188.32   132.98   370.37   186.57
 O_02895   O   143.97   145.14   238.10   145.35   244.50
 O_02896   O   388.35   392.16   210.97   393.70   193.05
 O_02897   O   271.74   270.27   336.70   271.74   320.51
 O_02898   O   607.53   609.76   763.36   806.45   595.24
 O_02899   O   218.29   217.86   377.36   218.82   137.93
 O_02900   O   209.12   208.33   353.36   347.22   552.49
 O_02901   O   152.25   152.21   162.87   152.44   162.60
 O_02902   O   412.20   413.22   191.94   386.10   222.22
 O_02903   O   113.46   112.74   162.34   173.31   346.02
 O_02904   O   200.12   200.80   130.04   200.80   130.38
 O_02905   O   231.80   232.56   279.33   233.10   588.24
 O_02906   O   247.77   246.91   729.93   246.31   724.64
 O_02907   O   165.89   165.02   109.17   164.75   109.05
 O_02908   O   277.01   276.24   321.54   277.01   319.49
 O_02909   O   205.72   207.04   226.24   226.24   207.04
 O_02910   O   231.00   230.41   462.96   787.40   595.24
 O_02911   O   209.21   208.77   602.41   208.33   609.76
 O_02912   O   239.52   240.96   202.84   241.55   609.76
 O_02913   O   322.06   336.70   170.94   166.67   348.43
 O_02914   O   322.06   319.49   171.82   325.73   342.47
 O_02915   O   161.68   161.03   174.83   161.29   174.22
 O_02916   O   191.06   191.94   125.31   131.58   195.69
 O_02917   O   202.18   201.61   130.55   201.61   137.93
 O_02918   O   245.88   746.27   248.14  1052.63   295.86
 O_02919   O   279.56   279.33   140.45   280.11   250.00
 O_02920   O   176.68   374.53   337.84   355.87   175.75
 O_02921   O   241.31   240.96   214.59   241.55   214.59
 O_02922   O   143.57   143.06   207.04   143.06   152.67
 O_02923   O   242.01   240.96   704.23   242.13   165.02
 O_02924   O   208.59   209.21   134.23   211.42   134.59
 O_02925   O   200.08   200.00   450.45   200.40   452.49
 O_02926   O   340.02   174.22   338.98   173.31   319.49
 O_02927   O   119.98   120.05   177.94   120.05   113.38
 O_02928   O   279.56   278.55  1111.11   278.55   251.26
 O_02929   O   142.63   143.27   232.02   146.84   246.31
 O_02930   O   271.52  1075.27   269.54  1075.27   268.82
 O_02931   O   340.02   333.33   383.14   327.87   386.10
 O_02932   O   245.88   245.70   934.58   961.54   243.90
 O_02933   O   249.00   252.53   304.88   255.75   298.51
 O_02934   O   202.18   201.61   130.04   200.80   129.87
 O_02935   O   161.68   161.55   112.49   173.01   161.29
 O_02936   O   792.39   787.40   271.74   781.25   265.96
 O_02937   O   319.69   320.51   160.51   320.51   160.26
 O_02938   O   547.05   252.53   558.66   281.69   251.89
 O_02939   O   153.87   153.37   108.46   153.37   144.72
 O_02940   O   152.25   152.67   289.02   152.67   141.04
 O_02941   O   166.97   158.48   151.29   158.48   151.29
 O_02942   O   179.12   178.25   120.34   178.25   195.31
 O_02943   O   181.39   181.16   353.36   320.51   173.61
 O_02944   O   103.56   103.52   100.50   102.99   150.60
 O_02945   O   376.08   377.36   326.80   377.36   326.80
 O_02946   O   200.12   199.60   349.65   421.94   199.20
 O_02947   O   113.46   112.87   123.30   112.99   122.40
 O_02948   O   200.12   200.00   353.36   350.88   197.24
 O_02949   O   333.44   331.13   171.53   338.98   170.07
 O_02950   O   163.64   164.74   293.26   164.47   290.70
 O_02951   O   390.47   380.23   186.92   380.23   188.32
 O_02952   O   245.70   242.72   324.68   242.72   324.68
 O_02953   O   249.00   248.14   751.88   248.76   757.58
 O_02954   O   176.55   176.68   349.65   176.37   317.46
 O_02955   O   209.21   207.04   375.94   210.53   204.08
 O_02956   O   254.39   151.98   254.45   153.85   263.85
 O_02957   O   334.11   330.03   173.01   330.03   172.41
 O_02958   O   109.23   108.81   103.09   103.20   108.70
 O_02959   O   249.00   248.76   490.20   561.80   251.89
 O_02960   O   431.59   429.18   103.09   429.19   103.09
 O_02961   O   256.21   500.00   257.07   512.82   775.19
 O_02962   O   281.61   283.29   323.62   284.09   323.62
 O_02963   O   203.79   204.08   131.58   204.08   221.73
 O_02964   O   208.59   209.21   478.47   209.64   381.68
 O_02965   O   153.54   152.91   107.64   153.85   114.81
 O_02966   O   205.38   205.76   132.45   206.19   125.16
 O_02967   O   634.92   649.35   315.46   317.46   375.94
 O_02968   O   175.04   346.02   176.06   380.23   185.87
 O_02969   O   409.50   411.52   346.02   411.52   347.22
 O_02970   O   376.08   374.53   485.44   374.53   480.77
 O_02971   O   279.56   278.55   157.73   278.55  1075.27
 O_02972   O   231.00   228.83   142.25   228.83   142.45
 O_02973   O   143.97   145.14   135.50   146.63   136.61
 O_02974   O   221.78   224.22   438.60   222.72   436.68
 O_02975   O   371.88   377.36   185.53   371.75   187.62
 O_02976   O   176.55   175.13   326.80   175.13   162.07
 O_02977   O   201.74   201.61   185.87   201.61   358.42
 O_02978   O   195.81   196.08   127.71   196.08   127.71
 O_02979   O   229.99   230.41   212.31   231.48   210.97
 O_02980   O   182.48   180.83   355.87   178.25   116.55
 O_02981   O   107.04   106.95   150.60   106.95   141.24
 O_02982   O   390.47   395.26   337.84   396.82   336.70
 O_02983   O   371.88   187.97   452.49   187.62   452.49
 O_02984   O   634.92   602.41   284.90   251.89  1010.10
 O_02985   O   179.12   178.89   348.43   180.83   344.83
 O_02986   O   241.31   240.38   145.56   240.38   145.56
 O_02987   O   277.01   275.48   358.42   273.97   362.32
 O_02988   O   281.61   283.29   254.45   283.29   251.89
 O_02989   O   205.38   204.50   485.44   204.50   140.06
 O_02990   O   634.92   632.91   943.40   621.12   892.86
 O_02991   O   227.07   226.76   133.51   227.27   141.64
 O_02992   O   182.75   182.82   363.64   182.81   364.96
 O_02993   O   243.19   243.31   271.74   243.31   271.74
 O_02994   O   412.20   416.67   354.61   416.67   349.65
 O_02995   O   152.25   152.21   257.73   151.98   167.22
 O_02996   O   196.39   198.02   127.55   200.00   130.21
 O_02997   O   191.06   191.94   409.84   192.31   374.53
 O_02998   O   246.79   242.13   735.29   221.73   473.93
 O_02999   O   204.79   211.86   537.63   142.04   452.49
 O_03000   O   195.81   196.08   230.41   196.08   174.52
 O_03001   O   270.42   272.48  1010.10   272.48   313.48
 O_03002   O   153.87   153.85   108.58   153.85   165.84
 O_03003   O   232.29   232.02   465.12   232.02   211.86
 O_03004   O   409.50   411.52   467.29   411.52   354.61
 O_03005   O   255.30   255.75   781.25   256.41   769.23
 O_03006   O   447.83   199.60   440.53   222.22   436.68
 O_03007   O   429.00   427.35   198.02   420.17   515.46
 O_03008   O   247.77   246.91   735.29   245.70   162.07
 O_03009   O   254.39   253.16   325.73   253.81   326.80
 O_03010   O   245.88   724.64   302.11   925.93   662.25
 O_03011   O   148.26   129.37   148.15   129.53   137.17
 O_03012   O   203.62   202.43   473.93   202.43   448.43
 O_03013   O   429.00   436.68   724.64   436.68   729.93
 O_03014   O   249.00   322.58   249.38   281.69   322.58
 O_03015   O   148.48   148.37   246.31   246.91   148.37
 O_03016   O   204.79   203.67   147.49   146.41   204.92
 O_03017   O   500.00   505.05   352.11   507.61   454.55
 O_03018   O   223.81   220.26   138.31   217.87   438.60
 O_03019   O   299.58   297.62   355.87   297.62   346.02
 O_03020   O   242.01   243.31   273.22   243.90   271.74
 O_03021   O   409.50   413.22   131.23   413.22   353.36
 O_03022   O   202.72   202.84   450.45   203.25   446.43
 O_03023   O   178.28   180.18   352.11   180.50   350.88
 O_03024   O   178.28   178.89   358.42   178.25   172.12
 O_03025   O   202.72   202.84   454.55   202.84   452.49
 O_03026   O   195.81   194.17   126.90   193.80   387.60
 O_03027   O   376.79   384.62   515.46   384.62   515.46
 O_03028   O   182.75   182.48   122.10   182.48   122.55
 O_03029   O   547.05  1010.10   515.46   598.80   840.34
 O_03030   O   176.55   176.37   119.90   176.37   113.77
 O_03031   O   120.69   357.14   179.21   355.87   179.21
 O_03032   O   271.52   269.54   145.99   269.54   145.56
 O_03033   O   334.11   173.01   326.80   172.41   268.10
 O_03034   O   227.07   226.24   438.60   226.24   452.49
 O_03035   O   208.59   208.77   492.61   317.46   483.09
 O_03036   O   242.01   242.13   146.20   242.13   147.06
 O_03037   O   218.29   219.30   138.89   219.78   518.13
 O_03038   O   143.97   143.88   234.74   143.88   234.74
 O_03039   O   247.77   248.14   497.51   248.76   497.51
 O_03040   O   182.75   357.14   180.18   357.14   180.18
 O_03041   O   153.87   153.85   263.85   154.08   108.93
 O_03042   O   350.14   346.02   174.52   350.88   179.86
 O_03043   O   409.50   411.52  1388.89   411.52  1388.89
 O_03044   O   103.56   103.41   100.50   103.20   100.70
 O_03045   O   249.00   250.00   227.79   250.00   226.76
 O_03046   O   172.65   172.41   117.10   114.29   172.12
 O_03047   O   206.40   206.61   189.75   206.61   189.75
 O_03048   O   607.53   621.12   236.97   609.76   240.96
 O_03049   O   246.79   248.76   149.70   160.00   248.14
 O_03050   O   218.29   219.78   552.49   219.78   552.49
 O_03051   O   203.62   203.67   187.27   203.67   187.27
 O_03052   O   350.14   349.65   413.22   350.88   416.67
 O_03053   O   174.19   174.52   162.07   174.52   162.34
 O_03054   O   390.47   390.62   217.39   390.62   217.39
 O_03055   O   167.50   166.94   306.75   166.94   305.81
 O_03056   O   148.26   148.15   105.93   148.37   158.98
 O_03057   O   182.75   182.15   357.14   176.99   300.30
 O_03058   O   242.72   242.13   480.77   240.38   490.20
 O_03059   O   200.08   199.60   184.50   199.60   183.49
 O_03060   O   153.87   153.37   166.39   153.61   165.02
 O_03061   O   171.88   171.82   116.55   170.65   321.54
 O_03062   O   281.61   282.49   253.81   283.29   253.16
 O_03063   O   176.68   348.43   176.68   348.43   183.82
 O_03064   O   431.59   214.59   434.78   214.59   434.78
 O_03065   O   160.67   161.55   326.80   161.55   325.73
 O_03066   O   226.19   229.36   666.67   226.24   104.93
 O_03067   O   195.81   196.46   420.17   196.85   214.59
 O_03068   O   217.11   216.92   136.43   216.92   200.40
 O_03069   O   130.38   130.55   208.33   130.04   214.59
 O_03070   O   209.21   209.21   134.05   209.21   133.87
 O_03071   O   152.25   152.91   107.99   153.37   108.34
