 id    type   Ptrue     P1      P2       Pi1      Pi2
 O_02296   O   127.60   128.70   202.84   129.70   203.67
 O_02297   O   143.97   143.88   233.64   143.88   233.65
 O_02298   O   202.18   206.61   392.16   413.22   377.36
 O_02299   O   281.61   283.29   320.51   283.29   323.62
 O_02300   O   564.97   280.90  1149.43   283.29  1149.42
 O_02301   O   253.81   254.45   226.24   233.10  1190.48
 O_02302   O   242.01   242.13   275.48   242.13   274.73
 O_02303   O   371.88   452.49   377.36   452.49   187.62
 O_02304   O   178.28   178.25   120.05   176.68   119.90
 O_02305   O   109.23   109.77   281.69   321.54   110.13
 O_02306   O   161.68   161.03   174.22   174.22   160.77
 O_02307   O   299.58   298.51   265.25   298.51   265.25
 O_02308   O   242.01   242.13   317.46   242.72   315.46
 O_02309   O   161.81   162.07   113.12   162.07   113.12
 O_02310   O   148.48   149.25   172.41   148.37   170.07
 O_02311   O   205.72   203.25  1282.05   202.84   103.31
 O_02312   O   376.36   366.30  1250.00   357.14  1162.79
 O_02313   O   201.74   202.84   186.92   202.84   186.92
 O_02314   O   390.47   393.70   335.57   392.16   333.33
 O_02315   O   221.78   221.24   401.61   221.73   252.53
 O_02316   O   205.72   207.47   377.36   207.47   189.75
 O_02317   O   167.50   166.67   303.95   165.56   300.30
 O_02318   O   253.81   252.53   300.30   257.07  1030.93
 O_02319   O   547.05   558.66   278.55   558.66  1098.90
 O_02320   O   125.12   124.38   195.31   125.00   197.24
 O_02321   O   178.28   179.53   352.11   166.67   355.87
 O_02322   O   247.77   247.52   552.49   246.91  1111.11
 O_02323   O   153.54   153.37   107.30   153.14   296.74
 O_02324   O   202.18   202.43   444.44   202.02   185.19
 O_02325   O   120.69   119.76   151.75   302.12   153.85
 O_02326   O   188.79   189.39   456.62   462.96   189.75
 O_02327   O   231.00   139.86   230.95   142.25   244.50
 O_02328   O   172.65   172.71   320.51   172.71   112.23
 O_02329   O   141.24   140.06   101.01   139.08   108.22
 O_02330   O   390.47   396.83   192.68   409.84   194.55
 O_02331   O   218.29   216.45   238.66   216.45   238.66
 O_02332   O   175.04   175.13   186.92   174.52   188.68
 O_02333   O   179.12   180.18   352.11   364.96   183.15
 O_02334   O   547.05   361.01   183.49   361.01   169.78
 O_02335   O   109.23   108.81   113.25   108.70   113.64
 O_02336   O   201.74   202.43   184.84   202.43   185.19
 O_02337   O   150.92   150.38   106.84   149.93   106.61
 O_02338   O   255.30   255.10  1149.43   255.75   571.43
 O_02339   O   281.61   282.49  1190.48   283.29  1176.47
 O_02340   O   239.98   240.38   662.25   657.89   240.38
 O_02341   O   792.39   258.40   775.19   258.40   757.58
 O_02342   O   242.01   242.72   729.93   243.31   729.93
 O_02343   O   182.75   181.82   362.32   181.82   363.64
 O_02344   O   203.62   203.25   130.72   203.25   130.72
 O_02345   O   223.21   223.21   568.18   222.72   564.97
 O_02346   O   376.36   375.94   187.27   377.36   189.39
 O_02347   O   246.79   251.89   148.81   152.91   245.70
 O_02348   O   323.10   326.80   166.39   328.95   164.47
 O_02349   O   322.06   333.33   174.22   169.49   347.22
 O_02350   O   130.38   130.38   198.81   130.38   138.31
 O_02351   O   205.72   205.76   465.12   205.34   460.83
 O_02352   O   388.35   387.60   188.32   390.62   320.51
 O_02353   O   634.92   628.93  1639.34   632.91  1639.34
 O_02354   O   161.68   161.55   150.60   161.55   150.60
 O_02355   O   201.74   200.40   129.03   201.21   125.94
 O_02356   O   120.69   120.34   134.05   120.34   112.61
 O_02357   O   256.21   284.09  1111.11   284.09  1111.11
 O_02358   O   179.12   179.86   354.61   185.87   369.00
 O_02359   O   153.87   153.37   105.15   153.37   164.75
 O_02360   O   150.92   150.15   251.89   150.15  1136.36
 O_02361   O   119.55   119.05   107.18   112.49   118.77
 O_02362   O   202.72   202.43   454.55   202.84   452.49
 O_02363   O   350.14   349.65   409.84   350.88   413.22
 O_02364   O   229.99   230.41   190.48   230.41   192.68
 O_02365   O   205.72   204.08   133.87   137.74   207.47
 O_02366   O   228.21   227.79   591.72   228.31   609.76
 O_02367   O   271.74   271.74   240.38   271.74   240.96
 O_02368   O   376.79   374.53   187.27   374.53   318.47
 O_02369   O   193.16   193.05   127.39   192.68   127.55
 O_02370   O   175.04   174.52   344.83   335.57   171.23
 O_02371   O   203.62   202.84   456.62   202.84   221.73
 O_02372   O   174.19   174.52   118.48   174.82   118.77
 O_02373   O   161.81   163.40   112.49   164.47   113.64
 O_02374   O   350.14   350.88   420.17   350.88   420.17
 O_02375   O   142.63   144.51   101.11   146.63   108.34
 O_02376   O   127.67   128.04   195.69   127.88   195.69
 O_02377   O   208.99   209.64   361.01   209.21   471.70
 O_02378   O   389.26   386.10   606.06   386.10   123.92
 O_02379   O   119.98   120.48   349.65   348.43   173.61
 O_02380   O   323.10   327.87   378.79   328.95   367.65
 O_02381   O   279.56   282.49   183.49   280.11   176.68
 O_02382   O   161.81   164.74   284.90   167.78   255.10
 O_02383   O   207.08   207.47   184.50   207.90   133.69
 O_02384   O   270.42   273.22   366.30   273.22  1086.96
 O_02385   O   213.77   209.21   130.04   210.53   187.27
 O_02386   O   138.74   139.08   150.60   141.84   106.50
 O_02387   O   206.40   204.92   367.65   401.61   201.61
 O_02388   O   243.19   243.31   970.87   243.31   214.59
 O_02389   O   227.07   228.31   141.64   228.31   460.83
 O_02390   O   319.69   321.54   258.40   324.68   260.42
 O_02391   O   203.79   202.43   448.43   203.67   444.44
 O_02392   O   182.88   182.15   122.40   182.15   122.40
 O_02393   O   120.69   120.77   108.81   120.92   108.93
 O_02394   O   161.81   162.07   112.61   162.07   112.36
 O_02395   O   153.87   153.85   108.70   153.85   164.75
 O_02396   O   350.14   348.43   416.67   348.43   416.67
 O_02397   O   197.75   199.60   476.19   480.77   214.13
 O_02398   O   691.56   473.93   694.44   473.93   657.89
 O_02399   O   119.98   120.48   184.16   121.36   126.42
 O_02400   O   109.23   109.29   156.74   107.76   366.30
 O_02401   O   182.88   184.50   366.30   181.49   331.13
 O_02402   O   254.39   254.45   840.34   254.45   293.25
 O_02403   O   153.87   153.37   107.76   154.56   107.18
 O_02404   O   270.42   269.54  1030.93   261.10  1041.67
 O_02405   O   198.02   197.63   350.88   378.79   187.62
 O_02406   O   409.50   411.52   344.83   411.52   348.43
 O_02407   O   231.80   229.89   431.03   448.43   221.24
 O_02408   O   169.21   168.92   312.50   169.21   157.48
 O_02409   O   243.19   242.72   146.84   242.72   274.73
 O_02410   O   229.99   230.95   625.00   233.10   632.91
 O_02411   O   208.59   209.21   133.51   209.21   229.88
 O_02412   O   241.31   240.38   146.20   240.96   219.30
 O_02413   O   358.42   359.71   206.19   363.64   184.84
 O_02414   O   179.12   177.94   333.33   176.68   164.47
 O_02415   O   361.66   361.01   442.48   361.01   436.68
 O_02416   O   358.81   363.64   312.50   313.48   363.64
 O_02417   O   429.00   436.68   558.66   436.68   546.45
 O_02418   O   208.59   209.21   485.44   202.84   137.93
 O_02419   O   127.67   128.70   200.00   195.69   128.53
 O_02420   O   142.63   143.06   104.06   144.30   107.88
 O_02421   O   191.06   191.57   387.60   191.21   384.62
 O_02422   O   389.26   389.11   189.39   389.11   465.12
 O_02423   O   246.79   246.31   208.77   243.90   206.19
 O_02424   O   792.39   793.65   505.05   800.00   485.44
 O_02425   O   146.26   147.06   105.49   105.48   147.49
 O_02426   O   376.08   377.36   187.97   375.94   188.32
 O_02427   O   319.69   320.51   161.55   321.54   161.29
 O_02428   O   547.05   284.09   549.45   323.62   284.09
 O_02429   O   388.35   389.11   497.51   332.23   387.60
 O_02430   O   607.53   591.72   423.73   584.79   427.35
 O_02431   O   179.12   178.57   163.13   163.93   177.94
 O_02432   O   376.36   377.36   326.80   377.36   325.73
 O_02433   O   163.64   164.47   297.62   164.47   295.86
 O_02434   O   358.42   361.01   303.03   362.32   310.56
 O_02435   O   249.00   250.63   159.74   251.89   159.74
 O_02436   O   206.40   206.61   465.12   207.04   190.11
 O_02437   O   204.71   204.50   131.23   204.50   124.22
 O_02438   O   299.58   303.95   128.21   317.46   127.06
 O_02439   O   279.56   281.69   336.70   286.53   317.46
 O_02440   O   241.31   242.13   206.61   242.72   133.51
 O_02441   O   127.67   127.88   144.30   127.88   135.50
 O_02442   O   159.64   247.52   161.29   247.53   161.29
 O_02443   O   182.88   183.82   123.30   124.07   183.82
 O_02444   O   228.21   224.72   240.96   230.95   469.48
 O_02445   O   412.20   431.03   201.21   434.78   340.14
 O_02446   O   256.21   255.75   147.93   247.53   515.46
 O_02447   O   160.90   161.29   111.98   158.73   324.68
 O_02448   O   109.23   109.17   102.99   108.93   103.63
 O_02449   O   242.01   242.72   729.93   242.72   729.93
 O_02450   O   119.98   119.47   126.26   119.47   126.26
 O_02451   O   178.28   177.94   120.05   177.62   120.05
 O_02452   O   174.43   174.83   118.76   174.52   119.19
 O_02453   O   200.08   200.40   220.75   200.40   219.78
 O_02454   O   390.47   395.26   178.25   395.26   178.25
 O_02455   O   261.44   258.40   174.22   258.40   322.58
 O_02456   O   182.48   183.15   366.30   183.82   367.65
 O_02457   O   208.51   209.21   133.51   209.21   229.36
 O_02458   O   358.42   359.71   181.49   359.71   182.48
 O_02459   O   172.65   378.79   184.84   378.79   184.84
 O_02460   O   231.00   231.48   617.28   231.48   462.96
 O_02461   O   607.53   609.76  1428.57   602.41  1219.51
 O_02462   O   217.11   216.92   242.72   214.59   217.39
 O_02463   O   171.88   171.82   322.58   171.23   160.26
 O_02464   O   254.39   253.16   148.15   145.14   253.81
 O_02465   O   197.75   195.31   416.67   192.68   383.14
 O_02466   O   205.72   205.76   465.12   206.19   132.28
 O_02467   O   204.79   203.67   369.00   202.84   371.75
 O_02468   O   227.07   227.79   207.90   228.31   206.61
 O_02469   O   270.42   271.74   156.49   272.48   157.48
 O_02470   O   174.19   346.02   173.91   358.42   180.83
 O_02471   O   161.81   162.87   291.55   163.13   294.12
 O_02472   O   241.31   242.72   207.04   242.72   207.47
 O_02473   O   163.40   163.93   327.87   163.93   327.87
 O_02474   O   208.51   209.21   118.20   209.21   118.48
 O_02475   O   691.56   684.93   476.19   485.44  1098.90
 O_02476   O   231.80   233.64   204.08   235.85   206.19
 O_02477   O   634.92   628.93  1666.67   628.93   497.51
 O_02478   O   205.72   205.76   221.24   204.92   130.55
 O_02479   O   172.65   174.83   118.62   181.82   361.01
 O_02480   O   231.00   230.95   628.93   229.88   255.75
 O_02481   O   152.25   151.75   107.76   151.51   256.41
 O_02482   O   148.02   147.93   247.52   147.71   106.16
 O_02483   O   203.62   203.25   130.72   203.25   130.89
 O_02484   O   204.71   204.92  1136.36   204.50   125.31
 O_02485   O   243.19   242.72   270.27   242.72   217.87
 O_02486   O   176.55   344.83   177.30   331.13   176.37
 O_02487   O   171.88   171.23   151.29   171.23   151.29
 O_02488   O   218.29   216.92   510.20   216.45   510.20
 O_02489   O   241.31   724.64   241.55   485.44   724.64
 O_02490   O   224.12   150.83   229.36   150.83   229.36
 O_02491   O   176.68   176.99   332.23   337.84   169.21
 O_02492   O   222.82   222.22   561.80   222.72   558.66
 O_02493   O   792.39   781.25   555.56   775.19  1162.79
 O_02494   O   171.76   172.12   314.47   172.41   312.50
 O_02495   O   143.57   143.68   108.81   143.27   106.84
 O_02496   O   412.20   423.73   147.06   204.08   145.77
 O_02497   O   176.55   352.11   179.21   352.11   179.21
 O_02498   O   205.38   204.92   471.70   205.76   383.14
 O_02499   O   176.55   176.37   191.94   176.68   191.57
 O_02500   O   165.89   164.47   314.47   168.92   327.87
 O_02501   O   350.14   355.87   181.16   357.14   181.49
 O_02502   O   213.77   215.52   440.53   215.52   440.53
 O_02503   O   212.50   215.05   135.32   142.86   246.91
 O_02504   O   196.39   200.00   136.99   200.00   136.99
 O_02505   O   103.56   146.20   103.63   145.77   104.82
 O_02506   O   376.79   374.53   207.47   207.90   373.13
 O_02507   O   176.55   175.75   331.13   175.44   327.87
 O_02508   O   228.21   227.79   625.00   632.91   227.79
 O_02509   O   188.79   188.68   380.23   378.79   189.04
 O_02510   O   208.51   213.22   500.00   420.17   210.08
 O_02511   O   204.71   203.67   367.65   203.67   370.37
 O_02512   O   163.40   162.07   111.73   159.24   325.73
 O_02513   O   176.68   176.99   357.14   176.99   200.80
 O_02514   O   120.69   120.63   178.57   120.77   114.03
 O_02515   O   226.19   225.73   458.72   225.73   248.76
 O_02516   O   188.79   189.04   460.83   189.39   460.83
 O_02517   O   107.04   106.84   150.38   107.41   150.83
 O_02518   O   213.77   219.30   425.53   219.30   425.53
 O_02519   O   182.75   182.48   364.96   168.35   182.81
 O_02520   O   171.76   169.78   309.60   170.94   300.30
 O_02521   O   130.38   130.21   215.98   129.87   217.39
 O_02522   O   163.40   164.20   150.60   151.98   163.40
 O_02523   O   239.52   239.81   714.29   239.81   215.52
 O_02524   O   208.51   207.47   139.08   206.19   139.47
 O_02525   O   792.39   787.40  1041.67   781.25  1098.90
 O_02526   O   389.26   398.41   308.64   400.00   310.56
 O_02527   O   143.57   143.27   103.84   142.25   211.42
 O_02528   O   607.53   621.12  1190.48  1234.57   241.55
 O_02529   O   171.76   173.01   322.58   186.57   374.53
 O_02530   O   256.21   256.41   310.56   257.73   299.40
 O_02531   O   108.60   108.46   152.21   155.52   248.76
 O_02532   O   209.21   208.77   375.94   208.77   377.36
 O_02533   O   281.61   282.49  1162.79   283.29  1149.42
 O_02534   O   176.55   175.13   348.43   173.61   119.05
 O_02535   O   172.00   173.01   118.06   172.12   114.68
 O_02536   O   376.36   378.79   209.21   378.79   189.39
 O_02537   O   221.78   221.73   141.24   222.22   434.78
 O_02538   O   196.39   196.46  1111.11   193.80  1086.96
 O_02539   O   330.25   328.95   173.91   328.95   163.40
 O_02540   O   169.21   169.78   311.53   169.78   311.53
 O_02541   O   146.26   146.84   138.31   146.84   138.50
 O_02542   O   143.97   143.88   103.52   143.68   103.63
 O_02543   O   245.88   207.47   246.91   207.47   247.53
 O_02544   O   564.97   704.23   276.24   714.29   277.78
 O_02545   O   547.05   392.16   549.45   393.70   549.45
 O_02546   O   163.40   163.13   296.74   163.13   294.99
 O_02547   O   254.71   267.38   248.14   267.38   248.14
 O_02548   O   231.80   231.48   142.86   231.48   142.86
 O_02549   O   233.81   689.66   234.74   152.91   157.23
 O_02550   O   205.72   205.76   132.10   205.34  1136.36
 O_02551   O   277.01   277.78  1075.27   277.78   317.46
 O_02552   O   243.19   242.72   487.80   244.50   505.05
 O_02553   O   153.87   152.44   284.09   152.44   301.20
 O_02554   O   247.77   247.52   746.27   246.91   316.46
 O_02555   O   376.36   378.79   209.64   380.23   456.62
 O_02556   O   319.69   320.51   282.49   320.51   282.49
 O_02557   O   277.01   278.55   240.38   278.55   240.38
 O_02558   O   203.50   203.67  1204.82   205.34  1234.57
 O_02559   O   634.92  1818.18   628.93  1818.18   934.58
 O_02560   O   171.88   171.53   116.82   171.53   116.96
 O_02561   O   135.10   134.23  1063.83   131.41  1041.67
 O_02562   O   279.56   282.49  1176.47   278.55  1176.47
 O_02563   O   371.88   337.84  1123.60  1063.83   338.98
 O_02564   O   143.97   143.68   204.50   214.13   144.51
 O_02565   O   146.26   146.63   105.04   147.06   132.98
 O_02566   O   202.18   202.02  1190.48   201.21  1176.47
 O_02567   O   163.64   163.67   233.64   163.40   236.41
 O_02568   O   169.06   169.49   333.33   330.03   167.50
 O_02569   O   165.89   165.56   114.55   165.84   114.55
 O_02570   O   202.72   203.25   126.90   208.33   520.83
 O_02571   O   148.26   148.81   106.50   148.37   106.84
 O_02572   O   163.40   163.67   326.80   163.40   327.87
 O_02573   O   208.51   207.47   355.87   206.61   355.87
 O_02574   O   389.26   389.11   190.48   389.11   190.84
 O_02575   O   221.78   221.73   201.21   221.73   201.61
 O_02576   O   127.67   128.04   194.55   128.21   120.92
 O_02577   O   108.60   108.23   158.23   106.61   165.02
 O_02578   O   231.80   233.64   284.09   233.65   286.53
 O_02579   O   143.57   144.51   102.35   145.14   135.50
 O_02580   O   202.72   203.25   552.49   203.25   552.49
 O_02581   O   204.71   204.50   131.75   186.22   204.50
 O_02582   O   277.32   276.24   290.70   300.30   350.88
 O_02583   O   119.55   119.05   502.51   121.36   116.55
 O_02584   O   376.08   378.79   322.58   378.79   322.58
 O_02585   O   217.11   216.92   135.87   221.24   446.43
 O_02586   O   161.68   161.03   143.88   160.77   178.89
 O_02587   O   202.18   202.84   448.43   444.44   202.84
 O_02588   O   334.11   330.03   386.10   327.87   387.60
 O_02589   O   159.64   160.00   109.89   157.73   109.29
 O_02590   O   233.81   232.56   161.29   104.49   144.93
 O_02591   O   143.97   143.27   134.59   143.47   134.23
 O_02592   O   163.64   163.67   261.10   163.67   261.10
 O_02593   O   176.68   176.99   343.64   179.53   341.30
 O_02594   O   182.48   347.22   182.15   347.22   182.15
 O_02595   O   228.21   225.23   591.72   224.72   440.53
 O_02596   O   179.12   178.57   120.34   178.89   120.48
 O_02597   O   228.21   228.31   571.43   227.79   456.62
 O_02598   O   160.67   161.29   283.29   160.77   371.75
 O_02599   O   254.39   980.39   282.49   980.39   282.49
 O_02600   O   241.31   240.96   214.59   240.96   215.52
 O_02601   O   193.16   192.31   178.89   191.94   177.31
 O_02602   O   376.79   375.94   173.61   375.94   173.61
 O_02603   O   200.12   200.40   476.19   198.02   216.45
 O_02604   O   239.98   240.38   675.68   917.43   653.60
 O_02605   O   160.67   160.77   173.91   160.51   173.31
 O_02606   O   107.04   107.41   116.55   107.53   149.70
 O_02607   O   208.99   207.47   471.70   467.29   206.61
 O_02608   O   196.39   196.08   411.52   196.46   214.59
 O_02609   O   249.00   250.63   149.93   251.26   161.03
 O_02610   O   107.04   107.41   113.38   107.41   113.12
 O_02611   O   330.25   332.23   297.62   333.33   291.55
 O_02612   O   232.29   231.48   465.12   232.02   259.07
 O_02613   O   270.42   272.48  1075.27   273.22  1075.27
 O_02614   O   203.79   203.25   223.21   203.25   222.72
 O_02615   O   197.75   202.43   149.93   216.45   147.49
 O_02616   O   202.18   202.02  1086.96   200.80   546.45
 O_02617   O   249.00   746.27   248.76   746.27   249.38
 O_02618   O   148.02   148.59   248.14   148.81   159.49
 O_02619   O   127.60   127.23   190.84   190.11   381.68
 O_02620   O   172.00   171.82   117.37   171.53   117.23
 O_02621   O   179.12   179.21   166.11   179.21   166.11
 O_02622   O   281.61   282.49   252.53   283.29   252.53
 O_02623   O   127.60   169.78   116.69   116.69   168.35
 O_02624   O   261.44   260.42   613.50   260.42   617.28
 O_02625   O   376.08   370.37   184.84   184.50   371.75
 O_02626   O   163.64   163.93   294.12   163.93   153.61
 O_02627   O   279.56   279.33   724.64   279.33   118.34
 O_02628   O   188.79   189.04   383.14   189.75   383.14
 O_02629   O   255.30   256.41   234.74   257.07   574.71
 O_02630   O   146.80   146.84   156.49   146.63   156.74
 O_02631   O   200.12   199.20   347.22   198.41   347.22
 O_02632   O   193.16   192.68   210.08   208.77   192.68
 O_02633   O   226.19   226.24   448.43   226.24   204.92
 O_02634   O   171.76   172.12   320.51   172.12   159.74
 O_02635   O   119.98   119.62   107.07   119.47   113.51
 O_02636   O   239.12   116.14   153.61   116.14   153.61
 O_02637   O   233.81   233.10   143.47   233.10   143.47
 O_02638   O   299.58   298.51   342.47   304.88   170.36
 O_02639   O   202.18   204.50   487.80   543.48   588.24
 O_02640   O   113.46   113.12   124.69   113.64   124.69
 O_02641   O   120.69   120.92   132.45   121.21   132.28
 O_02642   O   201.74   202.02   131.23   202.02   131.41
 O_02643   O   176.68   176.06   333.33   176.06   192.31
 O_02644   O   249.00   302.11   246.91   952.38   302.12
 O_02645   O   231.80   231.48   684.93   239.23   671.14
 O_02646   O   204.79   377.36   132.45   413.22  1052.63
 O_02647   O   120.69   120.48   179.21   120.48   114.42
 O_02648   O   203.79   204.92   418.41   204.92   176.99
 O_02649   O   148.26   148.59   137.93   148.37   138.12
 O_02650   O   169.21   169.49   307.69   169.49   184.50
 O_02651   O   130.38   131.06   202.02   131.06   202.02
 O_02652   O   165.89   165.02   114.03   164.75   113.89
 O_02653   O   691.56   704.23  1818.18   757.58   537.63
 O_02654   O   200.08   200.00   456.62   199.60   432.90
 O_02655   O   792.39   793.65   526.32   534.76   793.65
 O_02656   O   429.00   434.78   740.74   434.78   740.74
 O_02657   O   249.00   249.38   751.88   251.89  1123.60
 O_02658   O   205.72   207.90   171.82   171.53   188.32
 O_02659   O   161.81   161.55   174.52   161.55   322.58
 O_02660   O   203.62   202.84   131.41   202.84   131.06
 O_02661   O   202.72   204.08   131.75   204.50   225.22
 O_02662   O   172.00   171.23   334.45   164.47   315.46
 O_02663   O   447.83   129.87   440.53   129.53   436.68
 O_02664   O   209.12   207.47   497.51   204.08   460.83
 O_02665   O   279.56   280.11   251.26   280.90   250.00
 O_02666   O   161.81   161.81   112.87   161.55   113.25
 O_02667   O   119.55   119.62   178.25   121.66   182.48
 O_02668   O   226.19   434.78   199.60   450.45   200.80
 O_02669   O   153.87   153.14   263.85   153.37   490.20
 O_02670   O   212.50   214.13   239.81   213.68   239.23
 O_02671   O   239.12   238.66   145.35   240.96   145.56
 O_02672   O   197.75   199.60   130.55   131.06   199.20
 O_02673   O   319.69   320.51   380.23   320.51   282.49
 O_02674   O   388.35   393.70   211.86   393.70   210.97
 O_02675   O   249.00   251.26   301.20  1000.00   252.53
 O_02676   O   389.26   387.60   602.41   386.10   609.76
 O_02677   O   277.01   277.78  1111.11   277.78   315.46
 O_02678   O   191.06   191.57   124.69   193.05   122.10
 O_02679   O   205.72   206.61   132.80   207.04   132.98
 O_02680   O   319.69   319.49   171.53   319.49   279.33
 O_02681   O   792.39   826.45   427.35   671.14   179.86
 O_02682   O   223.21   221.73   413.22   444.44   220.26
 O_02683   O   208.99   387.60   338.98   389.11   336.70
 O_02684   O   295.60   302.11   253.81   282.49  1041.67
 O_02685   O   208.99   208.77   370.37   207.04   350.88
 O_02686   O   176.68   357.14   179.21   174.82   352.11
 O_02687   O   179.12   179.53   120.77   180.83   195.31
 O_02688   O   119.98   120.48   162.87   119.90   162.87
 O_02689   O   358.81   346.02   179.86   344.83   180.18
 O_02690   O   271.74   271.74   353.36   271.74   353.36
 O_02691   O   203.62   202.43   130.72   202.43   132.10
 O_02692   O   169.21   169.20   370.37   169.78   116.14
 O_02693   O   201.74   198.81   456.62   204.50   189.04
 O_02694   O   119.55   119.62   131.23   120.05   132.45
 O_02695   O   212.50   213.68   510.20   423.73   211.86
 O_02696   O   564.97   279.33   740.74   279.33   746.27
 O_02697   O   163.40   163.67   325.73   163.93   153.61
 O_02698   O   223.21   223.21   246.91   223.21   248.14
 O_02699   O   196.39   196.46   411.52   197.24   135.69
 O_02700   O   143.97   143.68   135.50   143.68   135.50
 O_02701   O   523.29   276.24  1086.96   265.25   226.76
 O_02702   O   113.46   113.25   163.13   113.64   163.13
 O_02703   O   222.82   220.26   549.45   220.75   490.20
 O_02704   O   333.44   332.23  1785.71   332.23   934.58
 O_02705   O   150.92   149.03   160.77   161.29   148.15
 O_02706   O   242.01   242.72   139.08   242.72   139.08
 O_02707   O   169.06   169.49   319.49   166.39   266.67
 O_02708   O   322.06   320.51   170.07   316.46   336.70
 O_02709   O   231.00   229.36   602.41   229.88   602.41
 O_02710   O   547.05   364.96   308.64   366.30   308.64
 O_02711   O   205.38   204.92   465.12   204.92   465.12
 O_02712   O   340.02   343.64   161.81   335.57   308.64
 O_02713   O   163.64   162.87   307.69   162.34   320.51
 O_02714   O   376.08   370.37   174.52   367.65   184.16
 O_02715   O   271.52   274.73   349.65   284.90   359.71
 O_02716   O   232.29   231.48   588.24   231.48   584.79
 O_02717   O   255.30   255.75  1136.36   255.75   328.95
 O_02718   O   358.81   359.71   272.48   358.42   272.48
 O_02719   O   254.71   257.07   214.59   258.40   214.59
 O_02720   O   182.75   182.48   363.64   182.15   363.64
 O_02721   O   175.04   174.83   346.02   172.12   343.64
 O_02722   O   201.74   202.02   129.87   203.67   420.17
 O_02723   O   263.37   263.85   175.13   263.85   210.08
 O_02724   O   171.76   172.12   117.51   172.12   186.22
 O_02725   O   547.05   564.97  1020.41   561.80   833.33
 O_02726   O   382.26   377.36   180.83   389.11   343.64
 O_02727   O   209.12   208.77   133.51   136.43   209.21
 O_02728   O   243.19   243.31   299.40   245.10   304.88
 O_02729   O   254.71   152.44   257.07   223.71   152.91
 O_02730   O   299.58   299.40   163.93   298.51   367.65
 O_02731   O   500.00   502.51   371.75   476.19   390.62
 O_02732   O   195.81   196.08   421.94   387.60   193.42
 O_02733   O   188.79   188.68   123.76   195.31   179.21
 O_02734   O   107.04   107.30   150.60   107.30   150.60
 O_02735   O   246.79   245.10   735.29   239.81   223.71
 O_02736   O   242.01   240.38   694.44   241.55   641.03
 O_02737   O   127.60   127.23   193.05   127.06   193.05
 O_02738   O   243.19   245.70   729.93   245.70   735.29
 O_02739   O   208.99   400.00   201.21   400.00   201.21
 O_02740   O   160.67   161.29   112.36   161.55   112.61
 O_02741   O   171.88   173.01   336.70   336.70   173.01
 O_02742   O   160.90   161.03   286.53   161.55   274.73
 O_02743   O   171.88   173.01   161.55   161.03   173.61
 O_02744   O   193.16   193.05   378.79   193.05   374.53
 O_02745   O   107.04   107.18   150.60   107.30   102.46
 O_02746   O   330.25   328.95   163.93   330.03   163.67
 O_02747   O   358.81   354.61   275.48   274.73   354.61
 O_02748   O   146.26   146.20   105.15   145.99   136.99
 O_02749   O   200.12   201.21   354.61   200.80   363.64
 O_02750   O   221.78   224.22   261.10   222.72   257.73
 O_02751   O   204.79   204.50   220.26   203.67   221.73
 O_02752   O   247.77   246.91   218.34   246.91   277.78
 O_02753   O   204.79   207.47   364.96   207.47   364.96
 O_02754   O   243.19   243.90   161.81   246.91   162.07
 O_02755   O   153.87   153.85   133.51   153.85   133.51
 O_02756   O   208.99   210.08  1470.59   375.94  1428.57
 O_02757   O   227.07   227.27   584.80   227.79   588.24
 O_02758   O   207.08   207.04   132.45   211.42   421.94
 O_02759   O   202.18   202.02   130.55   136.24   403.23
 O_02760   O   277.01   277.78  1098.90   247.53   277.01
 O_02761   O   246.79   248.14   925.93   970.87   666.67
 O_02762   O   277.01   274.73   349.65   274.73  1075.27
 O_02763   O   146.26   146.63   105.37   146.20   137.17
 O_02764   O   181.39   182.82   361.01   340.14   188.68
 O_02765   O   249.00   251.26   490.20   249.38   531.91
 O_02766   O   169.90   169.49   357.14   169.21   358.42
 O_02767   O   228.21   229.36   280.90   229.36   280.90
 O_02768   O   182.75   181.49   364.96   181.49   196.46
 O_02769   O   323.10   323.62  1123.60   323.62   375.94
 O_02770   O   246.79   244.50   147.93   242.13   662.25
 O_02771   O   607.53   617.28  1449.28   613.50  1470.59
 O_02772   O   169.90   117.51   172.71   123.92   115.88
 O_02773   O   148.48   147.49   106.04   144.30   106.72
 O_02774   O   171.76   172.41   317.46   170.65   286.53
 O_02775   O   231.00   259.07   230.95   250.00   537.63
 O_02776   O   161.81   162.60   113.12   162.87   151.98
 O_02777   O   160.67   161.29   112.61   161.29   323.62
 O_02778   O   376.08   373.13   326.80   373.13   324.68
 O_02779   O   195.81   194.55   228.83   193.42   574.71
 O_02780   O   176.68   175.13   315.46   173.91   318.47
 O_02781   O   243.19   243.90   204.92   243.90   207.04
 O_02782   O   330.25   331.13   165.02   332.23   288.18
 O_02783   O   202.18   201.61   219.30   201.61   221.24
 O_02784   O   278.78   281.69   363.64   281.69  1123.60
 O_02785   O   152.25   152.44   258.40   152.44   142.65
 O_02786   O   200.08   200.00   436.68   200.00   436.68
 O_02787   O   195.81   196.85   128.87   196.08   122.40
 O_02788   O   547.05   555.56   467.29   564.97   763.36
 O_02789   O   191.06   232.56   210.08   210.08   233.10
 O_02790   O   161.68   160.51   110.99   164.20   113.89
 O_02791   O   160.67   161.29   107.99   161.55   107.88
